Status,Prob.Name,lb.final,ub.final,box.final,iters.first,iters.final,time.first,time.final
Success,hs048,-2.5502497300047963e-11,2.6378511645856722e-11,"[array([0.99999817, 1.0000005 ]), array([0.99999817, 1.0000005 ]), array([0.99999817, 1.0000005 ]), array([0.99999817, 1.0000005 ]), array([0.99999817, 1.0000005 ])]",165,165,15.50961971282959,15.50961971282959
