Status,Prob.Name,lb.final,ub.final,box.final,iters.first,iters.final,time.first,time.final
Success,supersim,0,0,"[array([0.22094727, 1.44189453]), array([0.       , 1.2208252])]",27,27,0.15625,0.15625
